transaction number,sales date,physician id,product id,territory id,qty,sales value,sale status
S0004095,2026-03-24,D000074,P019,T029,15,22805.5,Valid
S0001122,2026-07-08,D000271,P011,T049,12,13087.55,Valid
S0001008,2026-07-14,D000134,P004,T003,237,80230.9,Valid
S0001327,2026-02-12,D000031,P008,T032,21,38666.35,Valid
S0001204,2026-07-14,D000216,P019,T049,8,12770.81,Valid
S0000425,2026-05-12,D000244,P015,T049,37,27561.87,Valid
S0003767,2026-01-21,D000120,P022,T013,111,31447.67,Valid
S0000598,2026-06-03,D000152,P021,T031,30,19370.7,Valid
S0002450,2026-05-05,D000011,P010,T039,8,12693.14,Cancelled
S0003770,2026-01-20,D000051,P022,T013,111,31447.67,Valid
S0004206,2026-04-23,D000059,P014,T029,9,18163.87,Valid
S0003100,2026-01-11,D000213,P008,T021,38,70566.26,Valid
S0002869,2026-04-13,D000032,P020,T044,23,22538.89,Valid
S0000778,2026-01-24,D000049,P015,T042,49,36610.63,Valid
S0000691,2026-04-15,D000231,P004,T006,45,15184.87,Valid
S0001794,2026-07-11,D000154,P004,T016,75,25295.43,Valid
S0003573,2026-05-09,D000004,P026,T005,101,13965.11,Valid
S0003551,2026-05-20,D000270,P029,T011,4,8428.09,Valid
S0002037,2026-03-10,D000147,P024,T006,35,49865.01,Valid
S0002620,2026-07-06,D000297,P009,T031,13,18326.03,Valid
S0001253,2026-05-11,D000271,P010,T049,16,24395.03,Valid
S0003581,2026-01-23,D000010,P014,T005,9,18149.18,Valid
S0002525,2026-02-09,D000208,P017,T039,16,22932.48,Valid
S0002048,2026-06-13,D000235,P024,T006,40,56740.91,Valid
S0003563,2026-03-23,D000166,P026,T005,117,16227.57,Valid
S0003034,2026-05-11,D000273,P014,T021,7,15024.03,Valid
S0003158,2026-03-04,D000256,P030,T033,30,25671.49,Valid
S0003545,2026-04-04,D000070,P029,T011,4,7459.59,Valid
S0002864,2026-03-02,D000254,P020,T044,48,46011.49,Valid
S0003211,2026-02-08,D000170,P018,T033,8,11678.45,Valid
S0001444,2026-05-26,D000026,P010,T032,17,27130.55,Valid
S0001469,2026-04-23,D000061,P009,T032,10,13647.79,Valid
S0002987,2026-02-03,D000213,P009,T021,21,29420.91,Valid
S0001198,2026-06-19,D000253,P019,T049,10,15001.93,Valid
S0000099,2026-05-04,D000056,P030,T023,26,22139.17,Valid
S0003987,2026-03-14,D000087,P023,T046,8,19104.64,Valid
S0003768,2026-01-19,D000212,P022,T013,111,31447.67,Valid
S0004262,2026-03-13,D000133,P003,T048,6,14082.52,Valid
S0001888,2026-03-27,D000033,P012,T031,22,29742.18,Valid
S0002651,2026-02-08,D000003,P014,T031,16,33048.0,Cancelled
S0002943,2026-03-02,D000063,P017,T044,46,65083.44,Valid
S0002474,2026-03-05,D000054,P002,T039,20,37250.04,Valid
S0001478,2026-07-03,D000026,P009,T032,23,32041.98,Valid
S0003911,2026-02-04,D000083,P016,T002,31,57475.76,Valid
S0003251,2026-05-25,D000086,P019,T033,11,17405.17,Valid
S0002465,2026-01-14,D000114,P002,T039,11,20849.46,Valid
S0002126,2026-06-16,D000147,P010,T006,16,24447.71,Valid
S0003431,2026-05-13,D000202,P012,T006,8,11118.33,Cancelled
S0002903,2026-07-01,D000063,P028,T044,28,37856.7,Valid
S0001089,2026-06-26,D000134,P008,T003,12,22400.42,Valid
S0000907,2026-01-27,D000050,P023,T022,3,6805.77,Valid
S0001989,2026-01-17,D000274,P004,T031,70,23845.76,Valid
S0004162,2026-06-27,D000074,P022,T029,33,9421.06,Returned
S0003426,2026-04-23,D000127,P012,T006,9,11820.95,Valid
S0002081,2026-03-05,D000117,P003,T006,6,13871.99,Valid
S0003001,2026-05-27,D000273,P009,T021,24,32860.4,Adjusted
S0003154,2026-02-11,D000086,P030,T033,21,17959.28,Valid
S0000233,2026-01-27,D000285,P009,T043,11,14417.68,Valid
S0003428,2026-04-11,D000236,P012,T006,9,11820.95,Valid
S0003561,2026-02-12,D000044,P026,T005,215,29800.24,Valid
S0002454,2026-06-26,D000272,P010,T039,7,11385.03,Valid
S0000423,2026-05-15,D000058,P015,T049,37,27561.87,Valid
S0003107,2026-03-04,D000066,P008,T021,18,32435.45,Valid
S0002833,2026-02-22,D000254,P003,T044,16,35505.7,Valid
S0002397,2026-03-13,D000112,P006,T039,16,24436.58,Valid
S0000463,2026-01-13,D000039,P012,T049,15,19835.56,Valid
S0000168,2026-07-15,D000034,P022,T043,31,8818.5,Valid
S0002950,2026-07-04,D000165,P017,T044,108,151208.1,Valid
S0000630,2026-07-22,D000291,P005,T031,34,23543.03,Returned
S0002217,2026-02-24,D000048,P002,T020,8,15497.3,Valid
S0001796,2026-01-27,D000162,P027,T016,13,17088.66,Valid
S0003972,2026-05-18,D000036,P027,T046,20,25621.01,Valid
S0002148,2026-05-07,D000147,P005,T006,114,78300.21,Adjusted
S0003947,2026-05-22,D000083,P002,T002,19,35088.15,Valid
S0001129,2026-01-03,D000116,P022,T049,58,16473.03,Valid
S0004312,2026-07-25,D000284,P015,T048,16,12138.75,Valid
S0003030,2026-05-16,D000213,P014,T021,7,15024.03,Valid
S0003657,2026-07-18,D000051,P017,T013,22,30207.75,Valid
S0000289,2026-07-17,D000234,P030,T043,23,19767.56,Valid
S0000793,2026-04-17,D000065,P015,T042,15,11409.46,Valid
S0002647,2026-01-01,D000014,P014,T031,8,17587.57,Valid
S0000994,2026-02-10,D000053,P004,T003,213,72091.81,Valid
S0003369,2026-04-26,D000202,P024,T006,12,17018.61,Valid
S0001681,2026-02-24,D000097,P026,T016,264,36685.22,Valid
S0002433,2026-06-26,D000272,P019,T039,16,25043.58,Valid
S0001277,2026-05-18,D000025,P013,T049,12,22756.0,Valid
S0001030,2026-06-13,D000125,P017,T003,10,13435.48,Valid
S0002956,2026-02-14,D000213,P030,T021,81,70290.33,Valid
S0001952,2026-07-26,D000274,P029,T031,7,13101.24,Valid
S0003691,2026-03-18,D000212,P018,T013,19,28659.64,Valid
S0000201,2026-07-19,D000017,P024,T043,13,17915.73,Valid
S0001737,2026-03-08,D000075,P019,T016,14,21496.08,Valid
S0002934,2026-01-05,D000266,P017,T044,18,25241.24,Valid
S0002533,2026-04-01,D000220,P017,T039,22,30513.42,Valid
S0000679,2026-07-17,D000062,P015,T006,34,25482.59,Valid
S0001534,2026-02-01,D000155,P016,T027,4,8336.59,Valid
S0000944,2026-04-11,D000040,P003,T022,16,35729.9,Valid
S0003278,2026-05-18,D000245,P016,T033,8,13942.1,Valid
S0003523,2026-07-23,D000265,P028,T011,13,17297.09,Valid
S0002462,2026-07-04,D000208,P010,T039,12,18118.61,Valid
S0003005,2026-06-03,D000273,P009,T021,17,22788.93,Returned
S0000909,2026-01-18,D000126,P023,T022,3,6805.77,Valid
S0000799,2026-05-10,D000144,P015,T042,20,14800.64,Adjusted
S0001629,2026-05-16,D000102,P002,T027,14,26646.77,Valid
S0000340,2026-06-20,D000172,P002,T049,11,20377.39,Valid
S0001258,2026-07-07,D000216,P010,T049,22,34158.12,Valid
S0001212,2026-02-01,D000192,P002,T049,15,27941.96,Valid
S0000456,2026-06-25,D000058,P010,T026,10,15902.83,Valid
S0000388,2026-05-09,D000076,P004,T049,131,44285.91,Valid
S0002631,2026-04-10,D000113,P023,T031,23,54059.19,Valid
S0000259,2026-07-16,D000009,P009,T043,15,20110.99,Valid
S0001403,2026-02-13,D000246,P005,T032,11,7272.51,Valid
S0002717,2026-02-01,D000095,P014,T026,19,40297.73,Valid
S0001997,2026-04-22,D000264,P004,T031,122,41344.68,Valid
S0004089,2026-01-13,D000021,P019,T029,22,34904.15,Valid
S0001382,2026-03-20,D000031,P002,T032,45,83470.07,Valid
S0002685,2026-03-12,D000227,P011,T026,20,20809.35,Valid
S0001802,2026-02-18,D000138,P027,T016,33,42877.89,Valid
S0001857,2026-03-09,D000274,P005,T031,22,15286.85,Valid
S0003890,2026-04-04,D000131,P029,T002,14,27670.64,Valid
S0000770,2026-05-16,D000057,P023,T016,3,8014.22,Valid
S0001970,2026-05-12,D000033,P016,T031,23,43396.05,Valid
S0001626,2026-05-20,D000047,P002,T027,14,26646.77,Valid
S0003422,2026-03-11,D000130,P012,T006,10,13053.07,Valid
S0000059,2026-02-10,D000056,P012,T023,21,27772.53,Valid
S0000197,2026-06-15,D000295,P024,T043,24,33834.46,Valid
S0003712,2026-07-17,D000196,P018,T013,27,42206.41,Valid
S0003829,2026-02-18,D000131,P030,T002,30,25701.99,Valid
S0002709,2026-07-24,D000041,P011,T004,30,31442.49,Valid
S0000540,2026-03-18,D000291,P013,T031,11,20976.7,Valid
S0003620,2026-04-26,D000099,P027,T005,17,22577.56,Valid
S0002420,2026-03-12,D000104,P019,T039,6,9090.62,Valid
S0001347,2026-06-12,D000136,P008,T032,15,28421.25,Adjusted
S0000757,2026-02-01,D000057,P023,T042,5,11112.67,Valid
S0000432,2026-07-08,D000076,P015,T049,55,41397.2,Valid
S0001655,2026-03-18,D000102,P010,T027,5,7179.37,Valid
S0000337,2026-06-05,D000039,P002,T049,11,20377.39,Valid
S0003860,2026-03-16,D000188,P014,T002,23,49482.53,Valid
S0000899,2026-07-20,D000164,P018,T022,21,32370.78,Valid
S0003490,2026-05-14,D000180,P003,T011,11,24574.59,Valid
S0004090,2026-01-22,D000110,P019,T029,22,34904.15,Valid
S0002514,2026-06-17,D000272,P029,T039,15,29547.2,Valid
S0002689,2026-03-18,D000118,P011,T026,20,20809.35,Valid
S0003699,2026-04-16,D000120,P018,T013,17,25813.74,Valid
S0001276,2026-05-11,D000192,P013,T049,12,22756.0,Valid
S0002471,2026-02-11,D000272,P002,T039,16,29721.76,Valid
S0002199,2026-04-18,D000048,P010,T020,7,11234.15,Valid
S0001903,2026-06-11,D000274,P012,T031,13,17609.88,Valid
S0001720,2026-05-06,D000137,P029,T016,6,12183.87,Valid
S0001429,2026-01-13,D000136,P010,T032,19,30096.98,Valid
S0000696,2026-05-23,D000108,P004,T006,87,29385.19,Valid
S0003124,2026-01-19,D000100,P019,T021,19,30573.09,Valid
S0001670,2026-06-09,D000038,P010,T027,11,16326.17,Valid
S0003011,2026-07-06,D000122,P009,T021,17,23597.79,Valid
S0003989,2026-03-23,D000135,P023,T046,8,19104.64,Valid
S0000117,2026-03-23,D000203,P009,T013,6,8227.97,Valid
S0003447,2026-01-05,D000130,P027,T006,16,20432.51,Valid
S0001654,2026-03-11,D000038,P010,T027,5,7179.37,Valid
S0000123,2026-04-09,D000149,P009,T023,18,24508.83,Valid
S0003789,2026-04-16,D000060,P022,T013,96,27214.86,Valid
S0002739,2026-01-11,D000118,P012,T026,16,21372.36,Valid
S0000621,2026-05-02,D000261,P005,T031,38,26227.15,Valid
S0000716,2026-04-01,D000080,P007,T006,136,71258.63,Valid
S0003373,2026-05-11,D000130,P024,T006,9,12904.59,Valid
S0001201,2026-06-17,D000174,P019,T049,10,15001.93,Valid
S0000860,2026-05-14,D000040,P026,T022,192,26629.02,Valid
S0004273,2026-05-03,D000226,P003,T048,6,12545.48,Valid
S0000575,2026-06-24,D000152,P011,T031,36,37876.31,Valid
S0000038,2026-03-12,D000056,P001,T023,19,28566.32,Adjusted
S0003472,2026-07-12,D000171,P027,T006,16,20946.58,Valid
S0003676,2026-05-20,D000200,P007,T013,46,24262.32,Valid
S0003950,2026-06-15,D000083,P002,T002,17,31834.08,Valid
S0003588,2026-02-06,D000109,P014,T005,17,36982.81,Valid
S0002665,2026-06-23,D000269,P014,T031,8,16895.26,Cancelled
S0001232,2026-07-21,D000216,P002,T049,16,30644.77,Valid
S0001779,2026-04-12,D000075,P004,T016,71,24068.13,Valid
S0003874,2026-07-26,D000083,P014,T002,15,32122.84,Valid
S0003513,2026-03-06,D000111,P028,T011,11,14776.07,Adjusted
S0003291,2026-07-16,D000256,P016,T033,8,14711.48,Valid
S0001872,2026-06-03,D000249,P005,T031,27,18285.31,Valid
S0001046,2026-03-13,D000046,P027,T003,7,9550.51,Valid
S0003276,2026-04-06,D000222,P016,T033,23,41790.27,Valid
S0001565,2026-02-22,D000124,P014,T027,7,14202.46,Valid
S0004007,2026-01-20,D000280,P004,T046,54,18181.11,Adjusted
S0000997,2026-03-27,D000082,P004,T003,92,31020.34,Valid
S0003118,2026-06-06,D000122,P008,T021,21,38911.03,Valid
S0003593,2026-04-27,D000263,P014,T005,8,17192.21,Valid
S0004271,2026-05-18,D000148,P003,T048,6,12545.48,Valid
S0001009,2026-07-18,D000053,P004,T003,237,80230.9,Valid
S0002911,2026-03-27,D000254,P008,T044,18,33052.75,Valid
S0003476,2026-01-07,D000265,P003,T011,5,11302.62,Valid
S0001711,2026-03-11,D000162,P029,T016,5,10478.28,Valid
S0000568,2026-04-27,D000261,P011,T031,30,31343.24,Valid
S0000215,2026-03-15,D000163,P019,T043,14,22706.46,Valid
S0001689,2026-05-26,D000106,P026,T016,583,80896.86,Valid
S0002906,2026-01-12,D000063,P008,T044,14,26684.25,Valid
S0001826,2026-02-09,D000089,P017,T016,32,44686.86,Valid
S0002641,2026-07-09,D000096,P023,T031,11,27287.79,Valid
S0003195,2026-05-18,D000275,P008,T033,15,27960.99,Valid
S0000176,2026-02-08,D000091,P024,T043,37,52232.54,Valid
S0001489,2026-04-24,D000124,P004,T027,69,23523.94,Valid
S0003697,2026-04-26,D000257,P018,T013,17,25813.74,Valid
S0004375,2026-06-03,D000133,P027,T048,13,16905.14,Valid
S0001297,2026-02-09,D000136,P023,T032,6,15297.07,Valid
S0000550,2026-06-21,D000261,P013,T031,16,29384.53,Valid
S0002680,2026-02-25,D000225,P011,T026,29,30587.28,Valid
S0000133,2026-06-02,D000056,P009,T023,7,9517.33,Valid
S0003985,2026-02-26,D000135,P023,T046,7,16255.0,Valid
S0000977,2026-05-22,D000012,P027,T022,22,28865.28,Valid
S0002122,2026-05-06,D000260,P010,T006,18,28154.97,Valid
S0003775,2026-02-02,D000051,P022,T013,90,25479.98,Valid
S0001509,2026-02-17,D000038,P019,T027,5,8534.38,Valid
S0002572,2026-01-05,D000272,P026,T039,146,20278.75,Valid
S0002388,2026-01-16,D000092,P006,T039,13,20432.33,Valid
S0003591,2026-03-07,D000018,P014,T005,26,54642.68,Valid
S0001233,2026-01-22,D000015,P010,T049,25,38881.25,Valid
S0000607,2026-02-15,D000291,P005,T031,36,24714.05,Valid
S0002329,2026-06-05,D000279,P019,T039,8,12274.96,Valid
S0002808,2026-03-19,D000041,P015,T026,47,35027.92,Valid
S0003073,2026-01-08,D000066,P018,T021,17,26613.92,Valid
S0003196,2026-06-12,D000170,P008,T033,6,11567.56,Valid
S0002667,2026-06-16,D000113,P014,T031,8,16895.26,Valid
S0000876,2026-02-09,D000278,P018,T022,18,27083.58,Valid
S0004366,2026-04-03,D000027,P027,T048,14,18233.29,Valid
S0003503,2026-01-01,D000270,P028,T011,19,25862.51,Returned
S0002415,2026-01-17,D000220,P019,T039,7,10973.88,Valid
S0000160,2026-05-14,D000009,P022,T043,26,7294.57,Cancelled
S0002897,2026-06-08,D000266,P028,T044,12,16797.72,Valid
S0000047,2026-05-13,D000203,P001,T023,32,49200.51,Valid
S0002524,2026-02-07,D000243,P017,T039,16,22932.48,Valid
S0002734,2026-07-05,D000095,P014,T026,14,30435.99,Valid
S0002488,2026-06-15,D000104,P002,T039,11,20321.45,Valid
S0002207,2026-06-12,D000129,P010,T020,8,13117.6,Valid
S0002668,2026-06-23,D000003,P014,T031,8,16895.26,Valid
S0003246,2026-03-16,D000170,P019,T033,28,43598.88,Valid
S0001267,2026-02-04,D000015,P013,T049,6,10842.96,Valid
S0003866,2026-05-26,D000140,P014,T002,16,33793.11,Valid
S0002517,2026-07-02,D000114,P029,T039,13,25852.61,Valid
S0001586,2026-07-15,D000102,P014,T027,11,23082.01,Valid
S0000775,2026-07-04,D000144,P023,T042,8,19781.74,Valid
S0001465,2026-03-20,D000205,P009,T032,17,23771.58,Valid
S0004175,2026-04-22,D000281,P007,T029,26,13592.59,Valid
S0001493,2026-05-12,D000161,P004,T027,111,37614.15,Valid
S0004122,2026-03-23,D000016,P025,T034,16,38996.98,Valid
S0002165,2026-02-22,D000123,P019,T020,10,16012.52,Valid
S0003960,2026-02-17,D000037,P027,T046,14,18326.89,Valid
S0004036,2026-07-18,D000267,P004,T046,94,31837.0,Valid
S0000005,2026-01-01,D000077,P004,T023,43,14478.72,Valid
S0000914,2026-04-04,D000287,P023,T022,6,13669.86,Valid
S0003992,2026-04-17,D000036,P023,T046,8,20137.61,Returned
S0003900,2026-06-23,D000140,P029,T002,12,22620.34,Valid
S0003919,2026-04-23,D000005,P016,T002,43,79458.29,Valid
S0000419,2026-04-15,D000255,P015,T049,34,25329.59,Valid
S0001999,2026-05-25,D000175,P004,T031,213,72068.4,Valid
